ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600600.SH,20230414,118.01,119.8,115.15,115.88,117.35,-1.47,-1.2527,41658.52,486803.565
600600.SH,20230413,115.99,118.6,115.88,117.35,115.87,1.48,1.2773,45371.25,531549.498
600600.SH,20230412,119.96,120.5,115.13,115.87,119.89,-4.02,-3.3531,67234.78,785020.839
600600.SH,20230411,122.26,123.03,118.72,119.89,124.33,-4.44,-3.5711,59634.52,716267.265
600600.SH,20230410,121.5,125.65,118.55,124.33,122.1,2.23,1.8264,46055.97,565401.413
600600.SH,20230407,122.05,124.59,120.76,122.1,122.05,0.05,0.041,32746.7,402736.419
600600.SH,20230406,122.02,123.0,120.3,122.05,122.03,0.02,0.0164,30904.76,376015.227
600600.SH,20230404,118.78,123.18,118.18,122.03,118.79,3.24,2.7275,66277.59,801336.799
600600.SH,20230403,119.98,120.25,117.65,118.79,120.6,-1.81,-1.5008,56298.69,668456.519
600600.SH,20230331,120.08,122.44,119.51,120.6,119.8,0.8,0.6678,58535.29,706095.418
600600.SH,20230330,115.29,120.68,115.11,119.8,115.99,3.81,3.2848,72960.42,869646.978
600600.SH,20230329,112.98,116.55,112.01,115.99,112.69,3.3,2.9284,59520.91,684695.582
600600.SH,20230328,111.34,112.88,110.76,112.69,110.81,1.88,1.6966,45414.11,508542.43
600600.SH,20230327,112.31,112.82,109.63,110.81,112.31,-1.5,-1.3356,32042.25,355110.865
600600.SH,20230324,111.11,113.7,109.4,112.31,110.02,2.29,2.0814,63081.13,708764.794
600600.SH,20230323,110.98,111.3,106.72,110.02,108.69,1.33,1.2237,56165.47,615499.584
600600.SH,20230322,107.72,111.26,107.46,108.69,107.48,1.21,1.1258,38484.87,420608.971
600600.SH,20230321,106.73,108.67,106.07,107.48,106.0,1.48,1.3962,47638.17,511647.249
600600.SH,20230320,108.79,108.8,104.5,106.0,108.29,-2.29,-2.1147,59927.17,635830.961
600600.SH,20230317,111.59,111.8,108.1,108.29,110.96,-2.67,-2.4063,36911.63,404073.417
600600.SH,20230316,112.1,112.65,110.14,110.96,112.42,-1.46,-1.2987,34668.55,385348.573
600600.SH,20230315,114.13,114.57,111.88,112.42,113.44,-1.02,-0.8992,46143.9,520827.532
600600.SH,20230314,113.8,114.95,113.1,113.44,113.43,0.01,0.0088,41139.0,468981.982
600600.SH,20230313,110.76,114.2,110.01,113.43,110.52,2.91,2.633,40070.15,452356.571
600600.SH,20230310,111.45,112.5,110.18,110.52,112.0,-1.48,-1.3214,31278.79,347016.044
600600.SH,20230309,113.7,114.53,110.6,112.0,113.7,-1.7,-1.4952,54767.46,613982.587
600600.SH,20230308,114.19,114.59,111.98,113.7,114.9,-1.2,-1.0444,38968.25,441288.6
600600.SH,20230307,114.0,116.68,113.8,114.9,114.09,0.81,0.71,70646.9,815315.802
600600.SH,20230306,113.79,115.0,111.6,114.09,113.2,0.89,0.7862,42904.47,486874.808
600600.SH,20230303,113.0,115.48,112.0,113.2,112.88,0.32,0.2835,48904.01,556286.147
600600.SH,20230302,112.84,114.44,112.03,112.88,112.3,0.58,0.5165,50633.26,572851.59
600600.SH,20230301,113.14,113.65,110.13,112.3,111.48,0.82,0.7356,70788.52,794417.114
600600.SH,20230228,107.87,112.22,106.78,111.48,108.19,3.29,3.0409,99022.12,1097303.235
600600.SH,20230227,103.41,108.9,102.0,108.19,103.31,4.88,4.7236,76474.92,812045.253
600600.SH,20230224,105.03,105.18,102.5,103.31,105.68,-2.37,-2.2426,43229.22,447052.786
600600.SH,20230223,106.81,107.6,104.86,105.68,106.73,-1.05,-0.9838,30788.85,325795.821
600600.SH,20230222,106.3,107.9,105.35,106.73,106.55,0.18,0.1689,30170.32,322125.147
600600.SH,20230221,108.0,108.4,105.55,106.55,107.7,-1.15,-1.0678,36758.15,390450.153
600600.SH,20230220,106.41,108.49,105.0,107.7,107.23,0.47,0.4383,45881.65,490577.346
600600.SH,20230217,107.68,109.5,106.8,107.23,108.55,-1.32,-1.216,36942.63,399387.591
600600.SH,20230216,106.0,110.94,105.3,108.55,105.78,2.77,2.6186,84288.58,915659.404
600600.SH,20230215,105.44,108.6,105.04,105.78,105.44,0.34,0.3225,52349.99,559581.714
600600.SH,20230214,104.59,106.46,103.67,105.44,104.6,0.84,0.8031,38180.35,401527.935
600600.SH,20230213,101.8,106.86,101.33,104.6,102.28,2.32,2.2683,90548.55,947705.617
600600.SH,20230210,101.9,102.86,100.85,102.28,101.82,0.46,0.4518,33848.94,344707.001
600600.SH,20230209,100.77,103.43,100.77,101.82,100.73,1.09,1.0821,46409.46,473242.978
600600.SH,20230208,102.72,103.14,100.08,100.73,102.21,-1.48,-1.448,34248.92,345988.464
600600.SH,20230207,102.5,103.5,101.68,102.21,101.93,0.28,0.2747,25783.96,264339.506
600600.SH,20230206,102.85,103.71,101.85,101.93,104.09,-2.16,-2.0751,42895.62,440391.901
600600.SH,20230203,104.58,105.28,102.02,104.09,105.18,-1.09,-1.0363,32291.74,334778.308
600600.SH,20230202,104.0,105.89,103.6,105.18,103.99,1.19,1.1443,42812.47,449710.13
600600.SH,20230201,101.04,104.5,101.04,103.99,101.04,2.95,2.9196,50648.69,522717.614
600600.SH,20230131,104.67,104.67,101.0,101.04,104.28,-3.24,-3.107,48147.18,491688.465
600600.SH,20230130,105.9,106.62,103.8,104.28,105.16,-0.88,-0.8368,56848.24,596103.023
600600.SH,20230120,105.3,106.28,104.36,105.16,105.3,-0.14,-0.133,29232.25,308015.329
600600.SH,20230119,105.76,106.15,104.5,105.3,106.16,-0.86,-0.8101,30687.08,323094.936
600600.SH,20230118,109.22,109.7,105.86,106.16,109.33,-3.17,-2.8995,41072.53,438600.192
600600.SH,20230117,109.22,110.29,107.55,109.33,109.79,-0.46,-0.419,34677.81,377334.382
600600.SH,20230116,109.89,112.14,109.01,109.79,109.22,0.57,0.5219,56988.51,628820.236
600600.SH,20230113,104.72,110.11,104.07,109.22,103.93,5.29,5.09,57157.55,617104.334
600600.SH,20230112,105.37,106.53,103.6,103.93,105.95,-2.02,-1.9066,31750.77,332081.966
600600.SH,20230111,107.27,107.87,104.39,105.95,106.89,-0.94,-0.8794,42101.09,446185.656
600600.SH,20230110,106.58,107.5,105.19,106.89,106.37,0.52,0.4889,36189.71,386335.18
600600.SH,20230109,106.7,107.29,105.01,106.37,106.3,0.07,0.0659,48271.85,512084.956
600600.SH,20230106,108.0,108.05,104.66,106.3,107.99,-1.69,-1.565,40587.19,430721.503
600600.SH,20230105,105.82,108.62,105.0,107.99,105.5,2.49,2.3602,34708.5,374395.934
600600.SH,20230104,105.69,107.31,104.4,105.5,105.17,0.33,0.3138,39743.62,421583.043
600600.SH,20230103,107.99,107.99,102.99,105.17,107.5,-2.33,-2.1674,49761.61,520888.74
600600.SH,20221230,108.24,108.49,105.4,107.5,107.15,0.35,0.3266,38565.59,412610.799
600600.SH,20221229,107.85,108.2,106.39,107.15,108.76,-1.61,-1.4803,31138.75,333815.976
600600.SH,20221228,108.63,109.88,107.7,108.76,108.83,-0.07,-0.0643,21624.53,234906.577
600600.SH,20221227,107.5,111.11,106.65,108.83,106.38,2.45,2.3031,35141.7,382927.477
600600.SH,20221226,107.9,108.98,106.2,106.38,109.61,-3.23,-2.9468,36566.36,392129.8
600600.SH,20221223,105.66,109.61,104.5,109.61,106.66,2.95,2.7658,37592.68,407299.278
600600.SH,20221222,105.95,107.69,104.17,106.66,105.45,1.21,1.1475,29371.91,312447.117
600600.SH,20221221,104.97,107.0,104.01,105.45,103.91,1.54,1.4821,30094.56,318420.207
600600.SH,20221220,105.95,106.8,103.2,103.91,106.91,-3.0,-2.8061,37545.46,391112.128
600600.SH,20221219,107.84,108.88,105.55,106.91,108.02,-1.11,-1.0276,24740.92,264493.555
600600.SH,20221216,105.94,108.3,105.81,108.02,106.48,1.54,1.4463,37251.21,401152.099
600600.SH,20221215,108.68,109.58,106.0,106.48,108.5,-2.02,-1.8618,41988.61,449284.538
600600.SH,20221214,109.1,110.02,106.9,108.5,108.4,0.1,0.0923,41701.74,453185.332
600600.SH,20221213,108.8,109.56,107.45,108.4,108.33,0.07,0.0646,39783.6,431960.222
600600.SH,20221212,108.66,110.66,107.96,108.33,110.96,-2.63,-2.3702,37200.28,404601.696
600600.SH,20221209,109.24,111.3,108.28,110.96,109.19,1.77,1.621,54432.09,599338.182
600600.SH,20221208,108.65,109.99,105.73,109.19,108.65,0.54,0.497,44430.4,481544.637
600600.SH,20221207,110.57,110.98,107.51,108.65,111.34,-2.69,-2.416,63433.33,690955.077
600600.SH,20221206,104.01,112.59,104.01,111.34,104.64,6.7,6.4029,89455.8,987638.736
600600.SH,20221205,103.97,106.0,103.2,104.64,103.0,1.64,1.5922,53036.52,556067.786
600600.SH,20221202,104.03,105.57,102.2,103.0,104.6,-1.6,-1.5296,47733.53,494085.015
600600.SH,20221201,104.06,109.0,103.78,104.6,101.3,3.3,3.2577,90436.7,953879.023
600600.SH,20221130,99.58,103.0,99.58,101.3,100.61,0.69,0.6858,61890.96,628297.893
600600.SH,20221129,96.21,101.08,95.85,100.61,95.21,5.4,5.6717,95170.74,946849.754
600600.SH,20221128,91.2,96.0,89.61,95.21,93.4,1.81,1.9379,58147.77,543809.785
600600.SH,20221125,94.14,94.39,92.67,93.4,94.08,-0.68,-0.7228,30355.62,283848.341
600600.SH,20221124,93.98,94.97,92.03,94.08,94.03,0.05,0.0532,37386.13,351364.089
600600.SH,20221123,95.69,95.8,93.21,94.03,96.14,-2.11,-2.1947,55081.39,517076.385
600600.SH,20221122,95.58,96.96,94.79,96.14,95.81,0.33,0.3444,37054.87,355105.186
600600.SH,20221121,98.38,98.38,94.0,95.81,98.8,-2.99,-3.0263,52056.18,495912.82
600600.SH,20221118,98.76,100.26,98.1,98.8,98.76,0.04,0.0405,44032.67,436681.934
600600.SH,20221117,100.76,101.5,97.88,98.76,101.11,-2.35,-2.3242,46562.58,459539.369
600600.SH,20221116,99.8,102.48,98.88,101.11,99.22,1.89,1.9049,41488.76,418835.138
600600.SH,20221115,97.82,100.04,97.24,99.22,97.6,1.62,1.6598,38636.17,381897.541
600600.SH,20221114,101.99,103.49,96.9,97.6,101.34,-3.74,-3.6905,68786.89,680263.223
600600.SH,20221111,102.0,103.75,99.0,101.34,98.35,2.99,3.0402,80436.77,815301.385
600600.SH,20221110,96.85,99.28,96.18,98.35,96.8,1.55,1.6012,43649.35,427312.555
600600.SH,20221109,98.53,99.5,96.57,96.8,99.07,-2.27,-2.2913,41392.86,403008.208
600600.SH,20221108,99.6,101.81,98.0,99.07,100.01,-0.94,-0.9399,41175.37,408498.033
600600.SH,20221107,98.67,101.0,97.41,100.01,99.2,0.81,0.8165,67228.38,669298.293
600600.SH,20221104,92.11,101.2,91.66,99.2,92.11,7.09,7.6973,104252.27,1018162.804
600600.SH,20221103,92.08,92.75,90.7,92.11,93.41,-1.3,-1.3917,55290.66,507941.884
600600.SH,20221102,87.55,95.38,86.97,93.41,87.83,5.58,6.3532,121606.38,1117731.387
600600.SH,20221101,82.03,87.84,82.03,87.83,81.8,6.03,7.3716,106641.14,915330.289
600600.SH,20221031,84.03,84.03,80.88,81.8,84.4,-2.6,-3.0806,96346.23,788180.053
600600.SH,20221028,86.0,86.76,83.73,84.4,86.5,-2.1,-2.4277,77675.99,660516.575
600600.SH,20221027,92.8,92.8,86.0,86.5,94.79,-8.29,-8.7456,131942.79,1161755.575
600600.SH,20221026,94.09,96.0,92.7,94.79,93.3,1.49,1.597,51046.91,484371.56
600600.SH,20221025,91.01,93.88,90.38,93.3,92.4,0.9,0.974,45734.95,424207.132
600600.SH,20221024,96.36,96.36,92.2,92.4,96.67,-4.27,-4.4171,44759.32,418562.615
600600.SH,20221021,96.98,97.3,94.7,96.67,96.96,-0.29,-0.2991,42090.33,404148.83
600600.SH,20221020,97.4,99.0,95.28,96.96,97.38,-0.42,-0.4313,44387.05,429413.583
600600.SH,20221019,99.7,99.7,96.67,97.38,99.44,-2.06,-2.0716,60045.69,585456.021
600600.SH,20221018,101.56,102.48,98.9,99.44,101.2,-1.76,-1.7391,46889.94,469466.441
600600.SH,20221017,102.5,103.29,100.3,101.2,103.26,-2.06,-1.995,39535.06,399907.086
600600.SH,20221014,101.05,104.44,100.4,103.26,100.52,2.74,2.7258,49032.83,506337.535
600600.SH,20221013,103.76,103.76,100.0,100.52,103.77,-3.25,-3.1319,47279.85,477852.345
600600.SH,20221012,104.0,104.5,100.3,103.77,104.06,-0.29,-0.2787,51656.17,526539.543
600600.SH,20221011,102.56,104.98,101.89,104.06,102.46,1.6,1.5616,41332.02,428823.374
600600.SH,20221010,106.0,106.0,102.0,102.46,106.2,-3.74,-3.5217,59067.6,612836.619
600600.SH,20220930,105.56,108.3,105.25,106.2,105.25,0.95,0.9026,53362.77,568027.932
600600.SH,20220929,106.97,107.97,104.21,105.25,106.08,-0.83,-0.7824,49333.46,520543.497
600600.SH,20220928,106.22,107.8,105.4,106.08,106.95,-0.87,-0.8135,39408.63,419569.705
600600.SH,20220927,104.14,107.04,102.22,106.95,103.85,3.1,2.9851,67674.3,711708.25
600600.SH,20220926,101.0,105.5,101.0,103.85,102.3,1.55,1.5152,49122.61,511521.719
600600.SH,20220923,100.37,103.78,100.08,102.3,99.94,2.36,2.3614,59391.75,605491.795
600600.SH,20220922,101.44,101.44,98.63,99.94,101.88,-1.94,-1.9042,46289.98,461881.975
600600.SH,20220921,102.06,103.92,101.16,101.88,102.4,-0.52,-0.5078,37872.98,387694.056
600600.SH,20220920,102.39,103.2,100.13,102.4,101.9,0.5,0.4907,30663.3,312055.75
600600.SH,20220919,101.57,102.5,98.5,101.9,101.12,0.78,0.7714,56378.06,571902.74
600600.SH,20220916,101.58,104.0,100.25,101.12,102.29,-1.17,-1.1438,43687.57,444426.411
600600.SH,20220915,99.79,104.55,99.79,102.29,100.25,2.04,2.0349,57712.72,592374.453
600600.SH,20220914,98.52,101.0,98.3,100.25,100.05,0.2,0.1999,40835.46,407879.836
600600.SH,20220913,97.27,101.15,96.85,100.05,96.67,3.38,3.4964,75735.59,753519.105
600600.SH,20220909,97.22,97.53,96.0,96.67,97.2,-0.53,-0.5453,44806.26,433555.231
600600.SH,20220908,97.99,98.87,97.0,97.2,97.29,-0.09,-0.0925,42167.61,411477.791
600600.SH,20220907,98.51,98.6,96.82,97.29,98.67,-1.38,-1.3986,47799.5,465465.475
600600.SH,20220906,99.09,100.33,96.89,98.67,99.0,-0.33,-0.3333,56322.75,552975.41
600600.SH,20220905,101.8,101.8,97.0,99.0,102.0,-3.0,-2.9412,79682.59,785745.762
600600.SH,20220902,105.7,106.5,101.05,102.0,105.97,-3.97,-3.7463,68604.8,705449.486
600600.SH,20220901,107.35,107.99,105.6,105.97,108.0,-2.03,-1.8796,46414.32,494734.648
600600.SH,20220831,107.69,109.65,107.33,108.0,108.48,-0.48,-0.4425,41334.16,448735.348
600600.SH,20220830,108.39,110.32,107.0,108.48,108.5,-0.02,-0.0184,52310.97,566640.223
600600.SH,20220829,107.96,109.5,105.43,108.5,108.0,0.5,0.463,66879.55,719472.598
600600.SH,20220826,104.0,110.2,104.0,108.0,100.52,7.48,7.4413,144819.65,1556687.503
600600.SH,20220825,99.0,102.0,98.98,100.52,98.97,1.55,1.5661,37514.88,376888.57
600600.SH,20220824,100.13,100.49,98.5,98.97,100.57,-1.6,-1.5909,36177.46,359329.48
600600.SH,20220823,102.19,102.79,99.99,100.57,102.97,-2.4,-2.3308,49819.21,502102.043
600600.SH,20220822,103.36,104.47,101.8,102.97,103.52,-0.55,-0.5313,28483.0,293711.908
600600.SH,20220819,104.96,106.6,103.1,103.52,104.97,-1.45,-1.3813,26381.84,275250.826
600600.SH,20220818,104.44,106.6,103.72,104.97,104.72,0.25,0.2387,49004.5,516108.473
600600.SH,20220817,102.5,106.0,100.2,104.72,102.96,1.76,1.7094,49825.03,517077.447
600600.SH,20220816,103.67,104.0,101.88,102.96,103.66,-0.7,-0.6753,31983.02,328686.566
600600.SH,20220815,103.66,105.13,103.0,103.66,104.5,-0.84,-0.8038,27754.99,287850.325
600600.SH,20220812,105.99,106.88,103.67,104.5,106.48,-1.98,-1.8595,29932.42,312710.781
600600.SH,20220811,105.1,106.96,102.77,106.48,105.04,1.44,1.3709,42801.06,449922.53
600600.SH,20220810,109.3,109.3,103.53,105.04,109.5,-4.46,-4.0731,69395.72,732630.496
600600.SH,20220809,104.02,110.0,103.12,109.5,103.99,5.51,5.2986,66661.68,712374.162
600600.SH,20220808,101.02,105.85,100.12,103.99,103.04,0.95,0.922,64926.45,674306.501
600600.SH,20220805,103.5,105.18,102.8,103.04,103.58,-0.54,-0.5213,44076.84,456740.285
600600.SH,20220804,103.88,104.13,101.76,103.58,102.97,0.61,0.5924,43476.21,447457.091
600600.SH,20220803,106.18,106.99,102.5,102.97,106.28,-3.31,-3.1144,54493.07,567777.01
600600.SH,20220802,107.43,108.92,105.8,106.28,108.06,-1.78,-1.6472,72443.19,776067.702
600600.SH,20220801,100.0,108.36,99.25,108.06,98.51,9.55,9.6944,157062.85,1674145.982
600600.SH,20220729,100.09,100.48,98.02,98.51,100.48,-1.97,-1.9606,70879.47,701333.994
600600.SH,20220728,100.1,102.99,98.66,100.48,100.0,0.48,0.48,47829.36,483630.368
600600.SH,20220727,101.52,103.87,99.9,100.0,100.49,-0.49,-0.4876,42182.33,426971.484
600600.SH,20220726,99.97,102.5,99.52,100.49,100.19,0.3,0.2994,46579.65,469445.972
600600.SH,20220725,95.3,101.0,94.0,100.19,96.21,3.98,4.1368,82790.54,819050.501
600600.SH,20220722,97.01,97.49,95.7,96.21,97.01,-0.8,-0.8247,35997.21,346988.215
600600.SH,20220721,94.5,97.76,94.5,97.01,95.56,1.45,1.5174,60475.31,586249.376
600600.SH,20220720,95.2,97.2,94.58,95.56,95.11,0.45,0.4731,42872.8,411138.817
600600.SH,20220719,94.71,95.98,93.26,95.11,95.22,-0.11,-0.1155,44109.48,416518.505
600600.SH,20220718,96.84,97.5,92.66,96.32,96.84,-0.52,-0.537,66047.81,629404.594
600600.SH,20220715,95.85,99.98,95.4,96.84,96.0,0.84,0.875,56292.72,552926.516
600600.SH,20220714,96.42,96.82,94.4,96.0,96.89,-0.89,-0.9186,51331.53,491721.313
600600.SH,20220713,95.98,98.88,95.8,96.89,95.67,1.22,1.2752,57803.68,562653.069
600600.SH,20220712,96.5,97.25,95.11,95.67,96.69,-1.02,-1.0549,27790.6,266723.465
600600.SH,20220711,97.0,98.0,95.61,96.69,98.72,-2.03,-2.0563,43573.24,419821.154
600600.SH,20220708,98.92,99.86,98.0,98.72,98.93,-0.21,-0.2123,31510.35,311439.015
600600.SH,20220707,98.0,99.8,95.04,98.93,98.18,0.75,0.7639,60905.91,594177.488
600600.SH,20220706,100.68,101.2,97.0,98.18,101.52,-3.34,-3.29,72921.47,719158.922
600600.SH,20220705,104.17,104.49,99.0,101.52,104.17,-2.65,-2.5439,69828.9,704275.193
600600.SH,20220704,101.58,104.88,101.35,104.17,102.58,1.59,1.55,47831.59,496259.477
600600.SH,20220701,103.38,104.49,101.0,102.58,103.92,-1.34,-1.2895,44830.04,459807.025
600600.SH,20220630,103.0,107.37,103.0,103.92,102.29,1.63,1.5935,89773.93,941861.003
600600.SH,20220629,99.88,103.98,99.7,102.29,100.0,2.29,2.29,89780.08,916879.976
600600.SH,20220628,98.8,101.06,97.0,100.0,99.65,0.35,0.3512,60452.06,597073.698
600600.SH,20220627,97.0,101.9,97.0,99.65,95.59,4.06,4.2473,102070.43,1016757.854
600600.SH,20220624,93.3,97.0,93.0,95.59,93.27,2.32,2.4874,74703.83,707381.385
600600.SH,20220623,92.87,93.5,92.26,93.27,92.87,0.4,0.4307,46850.44,435749.86
600600.SH,20220622,93.8,94.9,92.83,92.87,93.8,-0.93,-0.9915,43034.11,402484.433
600600.SH,20220621,94.0,95.21,92.38,93.8,93.98,-0.18,-0.1915,57950.46,543839.979
600600.SH,20220620,92.14,95.0,92.14,93.98,91.56,2.42,2.6431,84963.34,796222.719
600600.SH,20220617,89.19,91.95,89.07,91.56,90.15,1.41,1.5641,65681.22,598605.775
600600.SH,20220616,91.6,92.65,89.01,90.15,91.54,-1.39,-1.5185,73476.02,665215.139
600600.SH,20220615,91.82,92.88,90.41,91.54,91.95,-0.41,-0.4459,80034.5,733729.459
600600.SH,20220614,89.0,93.0,88.88,91.95,90.55,1.4,1.5461,64610.31,589919.536
600600.SH,20220613,91.0,91.5,88.31,90.55,92.1,-1.55,-1.683,85215.6,764475.584
600600.SH,20220610,91.5,92.1,90.03,92.1,92.0,0.1,0.1087,51769.28,472773.011
600600.SH,20220609,94.0,94.5,91.46,92.0,94.46,-2.46,-2.6043,50502.74,467761.349
600600.SH,20220608,92.5,95.8,92.06,94.46,93.06,1.4,1.5044,71883.17,676382.314
