ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
833075.BJ,20230413,9.58,9.7,9.51,9.7,9.61,0.09,0.9365,342.4,328.513
833075.BJ,20230412,9.66,9.66,9.58,9.61,9.68,-0.07,-0.7231,250.59,240.684
833075.BJ,20230411,9.78,9.79,9.62,9.68,9.8,-0.12,-1.2245,545.8,528.238
833075.BJ,20230410,9.88,9.88,9.8,9.8,9.87,-0.07,-0.7092,268.2,263.744
833075.BJ,20230407,9.97,9.97,9.85,9.87,9.84,0.03,0.3049,117.0,115.735
833075.BJ,20230406,9.82,9.85,9.8,9.84,9.87,-0.03,-0.304,199.51,196.008
833075.BJ,20230404,9.93,9.95,9.87,9.87,10.0,-0.13,-1.3,326.21,323.027
833075.BJ,20230403,9.94,10.0,9.87,10.0,9.96,0.04,0.4016,661.06,655.833
833075.BJ,20230331,9.99,10.01,9.93,9.96,10.08,-0.12,-1.1905,397.89,396.673
833075.BJ,20230330,10.06,10.1,9.9,10.08,10.05,0.03,0.2985,878.11,878.855
833075.BJ,20230329,10.1,10.29,10.02,10.05,10.1,-0.05,-0.495,367.49,372.193
833075.BJ,20230328,10.12,10.13,10.1,10.1,10.13,-0.03,-0.2962,139.53,141.028
833075.BJ,20230327,10.11,10.13,10.01,10.13,10.15,-0.02,-0.197,317.4,320.337
833075.BJ,20230324,10.1,10.16,10.1,10.15,10.12,0.03,0.2964,173.0,175.037
833075.BJ,20230323,9.96,10.3,9.96,10.12,9.99,0.13,1.3013,1493.72,1517.803
833075.BJ,20230322,10.07,10.12,9.98,9.99,9.99,0.0,0.0,209.63,210.265
833075.BJ,20230321,9.75,10.18,9.75,9.99,9.75,0.24,2.4615,489.24,487.32
833075.BJ,20230320,9.8,9.82,9.75,9.75,9.81,-0.06,-0.6116,330.9,324.356
833075.BJ,20230317,9.83,9.94,9.35,9.81,9.83,-0.02,-0.2035,1094.09,1072.631
833075.BJ,20230316,9.83,9.93,9.83,9.83,9.91,-0.08,-0.8073,194.66,191.747
833075.BJ,20230315,9.94,9.98,9.89,9.91,9.92,-0.01,-0.1008,656.45,651.724
833075.BJ,20230314,9.91,10.09,9.82,9.92,10.02,-0.1,-0.998,427.5,425.018
833075.BJ,20230313,10.08,10.1,10.0,10.02,10.17,-0.15,-1.4749,679.62,683.375
833075.BJ,20230310,10.11,10.17,10.1,10.17,10.16,0.01,0.0984,554.69,561.491
833075.BJ,20230309,10.31,10.33,10.14,10.16,10.17,-0.01,-0.0983,268.02,272.424
833075.BJ,20230308,10.11,10.27,10.11,10.17,10.18,-0.01,-0.0982,276.19,280.892
833075.BJ,20230307,10.34,10.34,10.18,10.18,10.4,-0.22,-2.1154,1047.66,1074.746
833075.BJ,20230306,10.66,10.66,10.1,10.4,10.35,0.05,0.4831,1191.47,1222.206
833075.BJ,20230303,10.29,10.38,10.25,10.35,10.25,0.1,0.9756,1900.03,1957.344
833075.BJ,20230302,10.19,10.33,10.19,10.25,10.19,0.06,0.5888,537.86,551.085
833075.BJ,20230301,10.1,10.19,10.1,10.19,10.18,0.01,0.0982,286.6,291.001
833075.BJ,20230228,10.1,10.18,10.09,10.18,10.11,0.07,0.6924,354.41,358.421
833075.BJ,20230227,10.1,10.33,10.06,10.11,10.51,-0.4,-3.8059,4262.25,4302.412
833075.BJ,20230224,10.58,10.58,10.45,10.51,10.6,-0.09,-0.8491,565.19,593.468
833075.BJ,20230223,10.61,10.68,10.5,10.6,10.62,-0.02,-0.1883,787.42,832.688
833075.BJ,20230222,10.58,10.73,10.58,10.62,10.62,0.0,0.0,1097.71,1173.037
833075.BJ,20230221,10.47,10.7,10.47,10.62,10.51,0.11,1.0466,544.89,580.338
833075.BJ,20230220,10.47,10.55,10.47,10.51,10.51,0.0,0.0,418.38,439.983
833075.BJ,20230217,10.6,10.66,10.48,10.51,10.7,-0.19,-1.7757,828.72,872.604
833075.BJ,20230216,10.65,10.81,10.35,10.7,10.79,-0.09,-0.8341,2167.56,2315.042
833075.BJ,20230215,10.82,10.83,10.72,10.79,10.77,0.02,0.1857,2531.65,2731.735
833075.BJ,20230214,10.64,10.79,10.56,10.77,10.73,0.04,0.3728,1794.62,1911.311
833075.BJ,20230213,10.5,10.75,10.5,10.73,10.5,0.23,2.1905,4782.16,5110.318
833075.BJ,20230210,10.29,10.51,10.22,10.5,10.26,0.24,2.3392,3006.29,3125.107
833075.BJ,20230209,10.15,10.27,10.1,10.26,10.07,0.19,1.8868,1498.21,1529.547
833075.BJ,20230208,10.08,10.1,10.05,10.07,10.11,-0.04,-0.3956,488.94,492.428
833075.BJ,20230207,10.04,10.18,10.04,10.11,10.04,0.07,0.6972,496.3,501.892
833075.BJ,20230206,10.23,10.23,9.99,10.04,10.28,-0.24,-2.3346,4121.31,4135.539
833075.BJ,20230203,10.31,10.31,10.22,10.28,10.36,-0.08,-0.7722,757.22,777.246
833075.BJ,20230202,10.51,10.51,10.3,10.36,10.49,-0.13,-1.2393,2876.61,2987.352
833075.BJ,20230201,10.69,10.76,10.4,10.49,10.45,0.04,0.3828,5580.46,5902.325
833075.BJ,20230131,10.03,10.73,9.97,10.45,10.09,0.36,3.5679,7741.85,8058.713
833075.BJ,20230130,10.09,10.18,9.99,10.09,9.99,0.1,1.001,1957.94,1972.096
833075.BJ,20230120,9.81,10.05,9.81,9.99,9.95,0.04,0.402,1692.63,1683.086
833075.BJ,20230119,9.59,10.02,9.59,9.95,9.54,0.41,4.2977,4235.17,4188.878
833075.BJ,20230118,9.46,9.58,9.45,9.54,9.49,0.05,0.5269,1490.71,1417.068
833075.BJ,20230117,9.46,9.53,9.45,9.49,9.46,0.03,0.3171,321.82,305.662
833075.BJ,20230116,9.35,9.51,9.33,9.46,9.37,0.09,0.9605,1460.4,1376.411
833075.BJ,20230113,9.32,9.46,9.32,9.37,9.32,0.05,0.5365,607.68,572.224
833075.BJ,20230112,9.4,9.4,9.31,9.32,9.4,-0.08,-0.8511,645.41,603.171
833075.BJ,20230111,9.42,9.44,9.39,9.4,9.42,-0.02,-0.2123,473.65,445.777
833075.BJ,20230110,9.44,9.46,9.36,9.42,9.46,-0.04,-0.4228,1890.3,1778.369
833075.BJ,20230109,9.45,9.53,9.45,9.46,9.49,-0.03,-0.3161,523.08,495.229
833075.BJ,20230106,9.53,9.54,9.47,9.49,9.48,0.01,0.1055,1476.55,1403.999
833075.BJ,20230105,9.45,9.51,9.45,9.48,9.42,0.06,0.6369,590.77,560.097
833075.BJ,20230104,9.45,9.48,9.41,9.42,9.47,-0.05,-0.528,1163.5,1098.195
833075.BJ,20230103,9.5,9.5,9.4,9.47,9.4,0.07,0.7447,454.9,430.196
833075.BJ,20221230,9.35,9.45,9.35,9.4,9.35,0.05,0.5348,720.02,677.328
833075.BJ,20221229,9.4,9.4,9.34,9.35,9.4,-0.05,-0.5319,471.05,441.307
833075.BJ,20221228,9.4,9.47,9.38,9.4,9.4,0.0,0.0,443.95,418.195
833075.BJ,20221227,9.27,9.4,9.27,9.4,9.27,0.13,1.4024,1070.56,999.673
833075.BJ,20221226,9.4,9.41,9.24,9.27,9.45,-0.18,-1.9048,1819.4,1693.071
833075.BJ,20221223,9.62,9.62,9.43,9.45,9.66,-0.21,-2.1739,1493.75,1418.768
833075.BJ,20221222,9.75,9.82,9.62,9.66,9.78,-0.12,-1.227,1539.77,1496.655
833075.BJ,20221221,9.82,9.97,9.78,9.78,9.88,-0.1,-1.0121,985.0,966.726
833075.BJ,20221220,10.0,10.0,9.8,9.88,10.0,-0.12,-1.2,2198.03,2162.167
833075.BJ,20221219,10.26,10.29,9.98,10.0,10.31,-0.31,-3.0068,3956.03,3986.707
833075.BJ,20221216,10.58,10.58,10.25,10.31,10.63,-0.32,-3.0103,5321.67,5521.624
833075.BJ,20221215,10.6,10.8,10.52,10.63,11.0,-0.37,-3.3636,8670.79,9181.263
833075.BJ,20221214,11.0,11.8,10.44,11.0,11.8,-0.8,-6.7797,36645.24,40976.037
